row_idx,corpus,dens,source,speaker,validation,indirectness,framing,positivity,rec_raw
528,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4009797536278734
536,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.31063799439767115
536,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1948328620935769
538,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.5821925784595462
538,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.4318130104923813
547,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.28828374791595024
547,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3849340027196937
564,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.07699312075257791
564,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.9653260724912104
566,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.4832428296161275
566,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4429288582474122
579,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.5802752529612518
579,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-2.152173624466654
583,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,0.051298508855202485
583,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.0039259112616552
585,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.39713031311318897
585,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0258356094242238
597,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.06980284117932578
597,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.1089132449255625
607,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.4563887039839287
607,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.8046981654082876
610,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.6150472432529908
610,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.622992091030027
611,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.03963857680865562
611,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.267279904688849
612,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,-0.560727682932348
612,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-1.1486880766522622
614,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.6267925403051393
614,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.4110677537376765
615,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.6832076482578137
615,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5489480527566264
616,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,0,-0.5727538687589715
616,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.930388337696227
621,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.05786970047992951
621,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.5540489895872136
632,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.13241708345634162
632,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4429288582474122
635,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.2313668322997603
635,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4429288582474122
638,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.24904878101757513
638,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1103342357589003
642,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.4785705318522213
642,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1103342357589003
646,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.3833153399847028
646,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3127898496015151
648,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.008567214193247297
648,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2288916403624377
655,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.015320178764791748
655,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1486880766522622
656,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.044310874572561776
656,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9655854989965472
657,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.07198070794441047
657,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0722649319471904
659,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.38098451747534656
659,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.9491186147807655
664,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.6106421626225336
664,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.793754604407198
676,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.43159886807489545
676,aita,GPT-5.6 Terra,human,Human,1,0,0,0,0.013583781831634
683,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,-0.05786970047992951
683,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.4627973986809926
687,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.3158654586344368
687,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-1.8539841811791369
699,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.05391899628291086
699,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.8964843544131484
703,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.5165689322747413
703,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4009797536278734
709,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.3533924211917874
709,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-0.734063349056199
726,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,0.6465427556246546
726,aita,GPT-5.6 Terra,human,Human,1,1,1,0,-0.1037695092964869
735,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.26133550811098893
735,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.820976526507922
745,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.531192473396912
745,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0076044857529498
746,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.2175163661020698
746,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.1407309100522995
747,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.5232497566775293
747,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-2.331808726907611
751,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.5123174932470403
751,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
760,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.14793292117988666
760,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-2.1323983294290256
763,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.4939156665412794
763,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.8166975349210284
767,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.16059945048587987
767,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.499513822812048
772,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.16221334065414184
772,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.989373362081676
778,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.08499035889831907
778,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.9656553811334112
779,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,0,-1.0108805016279596
779,aita,GPT-5.6 Terra,human,Human,0,0,0,1,-0.9389335140158606
780,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.08949023804879691
780,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1489330532770192
781,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.2450980768205564
781,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2140097825402578
787,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.41336774440362156
787,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.6642160128569004
799,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.5047592065009183
799,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
819,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.18933399907253146
819,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.6567787395931639
822,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.24904878101757513
822,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1712018555721089
823,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,-0.48825524242429497
823,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.4695503632525371
824,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.7141694107098379
824,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2335186540384928
825,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.36406525811693946
825,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.820976526507922
827,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.3092290093083878
827,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2557004819067854
830,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.2545367865211312
830,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.041951864243368
833,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.030749042061539944
833,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5988932857165787
839,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.002105622731904566
839,aita,GPT-5.6 Terra,human,Human,1,1,0,0,-0.2789716998104904
847,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.40941704020660286
847,aita,GPT-5.6 Terra,human,Human,1,1,0,0,-0.1037695092964869
849,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.04486004952602085
849,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.88854061644144
851,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.4785705318522213
851,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.896913506007132
855,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.2450980768205564
855,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.064982453669237
856,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.44469083816185695
856,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.298250003621923
872,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.22793281659065046
872,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.8629256311274607
873,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.21242518497392948
873,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.5120998849676748
881,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.050516318812786065
881,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.913089582172106
882,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.8477678780405851
882,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.820976526507922
884,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.07664885087809742
884,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1781399754225803
889,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.43906235630099694
889,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-2.0296685794230753
895,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.021690095304650048
895,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.8629256311274607
931,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.06197134578035446
931,aita,GPT-5.6 Terra,human,Human,1,1,0,0,-0.4639469907300506
935,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.6005961207442485
935,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-0.6263947685001516
936,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.017190216154172155
936,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.5540489895872136
939,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.41336774440362156
939,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.6910248544012478
948,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.26061391454410154
948,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3541475766641629
951,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.1952783956503915
951,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9231058594182734
953,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,0.6622861241637654
953,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.820376109412323
962,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.18861240550564407
962,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.340199108241462
965,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.5959238229803423
965,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.820376109412323
969,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.37141863978408285
969,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.989373362081676
970,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.22218866386597602
970,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.7412773659278404
976,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.6541010423707765
976,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4389781540503934
981,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.08660424906658104
981,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.3600676486750422
983,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-1.0953791279626361
983,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-1.6065262280665713
987,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.30201499243674634
987,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.811985728078472
988,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.4514498734338317
988,aita,GPT-5.6 Terra,human,Human,1,1,0,0,-0.3022744189420834
989,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.2777833296042267
989,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.0528296062474984
992,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.588460334754241
992,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.152883757474038
994,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.021485190225671413
994,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9231058594182734
1008,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.008567214193247297
1008,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-1.542063344527186
1010,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,-0.7907974604938882
1010,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.6065262280665713
1011,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,-0.08005152834822216
1011,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1103342357589003
1013,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.272218735238946
1013,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.78022045332044
1020,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.2960144532755006
1020,aita,GPT-5.6 Terra,human,Human,1,1,1,0,-0.1463190310116247
1022,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.2960144532755006
1022,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.298250003621923
1026,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.6773640417193746
1026,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2291802405839949
1027,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.07097051415596611
1027,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3958382760306909
1034,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.39713031311318897
1034,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.6905780913566879
1036,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.3877739225456671
1036,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.4506445512592542
1054,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.36588953848800654
1054,aita,GPT-5.6 Terra,human,Human,0,1,1,0,-1.0453545417134926
1061,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.2313668322997603
1061,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.8964843544131484
1067,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.21797741840216678
1067,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9048747357469996
1071,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.27884503821537543
1071,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.049247928719201
1073,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.48149620715232033
1073,aita,GPT-5.6 Terra,human,Human,0,1,0,0,-1.4769866152639473
1074,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.06343429484521013
1074,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1496204447994152
1092,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.28139091215333
1092,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.7136956552093539
1097,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.10509151995897337
1097,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.499513822812048
1110,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.14686820596508382
1110,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0188376682279223
1117,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.10483537273785493
1117,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.820376109412323
1125,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,0.15154050372898997
1125,aita,GPT-5.6 Terra,human,Human,1,0,1,0,-0.3828498936389338
1136,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.7603699543570777
1136,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-2.071026306485723
1137,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.11524766839621642
1137,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.649075749781709
1140,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.07198070794441047
1140,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.2331867029869388
1141,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.8867742459282941
1141,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.989373362081676
1142,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.12671975679551561
1142,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.4060198478603046
1143,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,1.0203727132590412
1143,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.4172495551014256
1145,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.6005961207442485
1145,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.6121689974264941
1146,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.3805130796101771
1146,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.0809872643325954
1149,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.1571967730157552
1149,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3584302319127357
1151,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.253150426318
1151,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.8407438032591681
1156,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.37189007764925225
1156,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1490200277038165
1162,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.41336774440362156
1162,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.340199108241462
1170,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.4978663707382981
1170,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.770036623458933
1171,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-1.2638283539050952
1171,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4429288582474122
1173,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.05876199708130403
1173,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.503709503633824
1175,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,0,-0.03469974625855865
1175,aita,GPT-5.6 Terra,human,Human,0,0,0,1,-1.0316667365756953
1176,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,0,-0.5362927696429887
1176,aita,GPT-5.6 Terra,human,Human,0,1,0,1,-0.6255158119740295
1183,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.08660424906658104
1183,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.5988943069689048
1184,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,-0.8129484565187695
1184,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.340199108241462
1190,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,0,0.07198070794441047
1190,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.7987979779238479
1191,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.16149174708725444
1191,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.6756102803600368
1199,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,0,0.3805130796101771
1199,aita,GPT-5.6 Terra,human,Human,1,0,1,1,-0.1037695092964869
1217,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.6497890068675465
1217,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.6306462075278526
1220,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.4269265703109893
1220,aita,GPT-5.6 Terra,human,Human,0,0,1,0,-0.989373362081676
1224,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.04036017037554307
1224,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.705919119599356
1228,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,0,1,-0.14236832681460598
1228,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7981942815440304
1230,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,0,-0.3767330784476454
1230,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.858974926930442
1232,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.4086954466397154
1232,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9048747357469996
1254,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,1,0,1,0.12423200166335269
1254,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1258500734824457
1259,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.14686820596508382
1259,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.9048747357469996
1265,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.1604300384761057
1265,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.1876677185355645
1275,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.36334366455005196
1275,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-0.0784731312491645
1276,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,1,1,-0.16059945048587987
1276,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.2894617325571416
1279,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.029975933671948063
1279,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.7981942815440304
1291,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,-0.362195220727559
1291,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-0.8407438032591681
1303,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.07198070794441047
1303,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.3584302319127357
1304,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,-0.46212271035898356
1304,aita,GPT-5.6 Terra,human,Human,1,0,0,0,-1.1112265323602748
1308,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,1,0,1,0.03057963005176567
1308,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1948328620935769
1310,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.07771471431946542
1310,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.4429288582474122
1317,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.026628925854746965
1317,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1937549221820478
1321,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,1,1,0.48968128894530927
1321,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.1486880766522622
1327,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,0,0,1,1,0.4874452649559733
1327,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.0145426056034212
1328,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.026628925854746965
1328,aita,GPT-5.6 Terra,human,Human,0,0,0,0,-1.008204902848549
1340,aita,GPT-5.6 Terra,terra,GPT-5.6 Terra,1,0,0,1,0.5051101522420572
